NAICS Code,Description
3313," This industry comprises establishments primarily engaged in one or more of the following: (1) refining alumina; (2) making (i.e., the primary production) aluminum from alumina; (3) recovering aluminum from scrap or dross; (4) alloying purchased aluminum; and (5) manufacturing aluminum primary forms (e.g., bar, foil, pipe, plate, rod, sheet, tube, wire)."
33131," This industry comprises establishments primarily engaged in one or more of the following: (1) refining alumina; (2) making (i.e., the primary production) aluminum from alumina; (3) recovering aluminum from scrap or dross; (4) alloying purchased aluminum; and (5) manufacturing aluminum primary forms (e.g., bar, foil, pipe, plate, rod, sheet, tube, wire)."
331313," This U.S. industry comprises establishments primarily engaged in one or more of the following: (1) refining alumina (i.e., aluminum oxide) generally from bauxite; (2) making aluminum from alumina; and/or (3) making aluminum from alumina and rolling, drawing, extruding, or casting the aluminum they make into primary forms. Establishments in this industry may make primary aluminum or aluminum-based alloys from alumina."
331314," This U.S. industry comprises establishments primarily engaged in (1) recovering aluminum and aluminum alloys from scrap and/or dross (i.e., secondary smelting) and making billet or ingot (except by rolling) and/or (2) manufacturing alloys, powder, paste, or flake from purchased aluminum."
331315," This U.S. industry comprises establishments primarily engaged in (1) flat rolling or continuous casting sheet, plate, foil and welded tube from purchased aluminum and/or (2) recovering aluminum from scrap and flat rolling or continuous casting sheet, plate, foil, and welded tube in integrated mills."
331318," This U.S. industry comprises establishments primarily engaged in (1) rolling, drawing, or extruding shapes (except flat rolled sheet, plate, foil, and welded tube) from purchased aluminum and/or (2) recovering aluminum from scrap and rolling, drawing, or extruding shapes (except flat rolled sheet, plate, foil, and welded tube) in integrated mills."
3314," This industry group comprises establishments primarily engaged in nonferrous metal (except aluminum) smelting, refining, rolling, drawing, extruding, and alloying."
33141, This industry comprises establishments primarily engaged in (1) smelting ores into nonferrous metals and/or (2) the primary refining of nonferrous metals (except aluminum) by electrolytic methods or other processes.
331410, This industry comprises establishments primarily engaged in (1) smelting ores into nonferrous metals and/or (2) the primary refining of nonferrous metals (except aluminum) by electrolytic methods or other processes.
33142," This industry comprises establishments primarily engaged in one or more of the following: (1) recovering copper or copper alloys from scraps; (2) alloying purchased copper; (3) rolling, drawing, or extruding shapes (e.g., bar, plate, sheet, strip, tube, wire) from purchased copper; and (4) recovering copper or copper alloys from scrap and rolling, drawing, or extruding shapes (e.g., bar, plate, sheet, strip, tube, wire)."
